"","ID","StartDate","Progress","Duration (in seconds)","Consent","AQ01","AQ02","AQ03","AQ04","AQ05","AQ06","AQ07","AQ08","AQ09","AQ10","AQ11","AQ12","AQ13","AQ14","AQ15","AQ16","AQ17","AQ18","AQ19","AQ20","AQ21","AQ22","AQ23","AQ24","AQ25","AQ26","AQ27","AQ28","RPrac","RPrac_H","RPrac_T_First Click","RPrac_T_Last Click","RPrac_T_Page Submit","RPrac_T_Click Count","R01","R01_H","R01_T_First Click","R01_T_Last Click","R01_T_Page Submit","R01_T_Click Count","R02","R02_H","R02_T_First Click","R02_T_Last Click","R02_T_Page Submit","R02_T_Click Count","R03","R03_H","R03_T_First Click","R03_T_Last Click","R03_T_Page Submit","R03_T_Click Count","R04","R04_H","R04_T_First Click","R04_T_Last Click","R04_T_Page Submit","R04_T_Click Count","R05","R05_H","R05_T_First Click","R05_T_Last Click","R05_T_Page Submit","R05_T_Click Count","R06","R06_H","R06_T_First Click","R06_T_Last Click","R06_T_Page Submit","R06_T_Click Count","R07","R07_H","R07_T_First Click","R07_T_Last Click","R07_T_Page Submit","R07_T_Click Count","R08","R08_H","R08_T_First Click","R08_T_Last Click","R08_T_Page Submit","R08_T_Click Count","R09","R09_H","R09_T_First Click","R09_T_Last Click","R09_T_Page Submit","R09_T_Click Count","R10","R10_H","R10_T_First Click","R10_T_Last Click","R10_T_Page Submit","R10_T_Click Count","R11","R11_H","R11_T_First Click","R11_T_Last Click","R11_T_Page Submit","R11_T_Click Count","R12","R12_T_First Click","R12_T_Last Click","R12_T_Page Submit","R12_T_Click Count","R12_H","R13","R13_T_First Click","R13_T_Last Click","R13_T_Page Submit","R13_T_Click Count","R13_H","R14","R14_H","R14_T_First Click","R14_T_Last Click","R14_T_Page Submit","R14_T_Click Count","R15","R15_T_First Click","R15_T_Last Click","R15_T_Page Submit","R15_T_Click Count","R15_H","R16","R16_H","R16_T_First Click","R16_T_Last Click","R16_T_Page Submit","R16_T_Click Count","R17","R17_H","R17_T_First Click","R17_T_Last Click","R17_T_Page Submit","R17_T_Click Count","R18","R18_H","R18_T_First Click","R18_T_Last Click","R18_T_Page Submit","R18_T_Click Count","R19","R19_H","R19_T_First Click","R19_T_Last Click","R19_T_Page Submit","R19_T_Click Count","R20","R20_H","R20_T_First Click","R20_T_Last Click","R20_T_Page Submit","R20_T_Click Count","R21","R21_H","R21_T_First Click","R21_T_Last Click","R21_T_Page Submit","R21_T_Click Count","R22","R22_H","R22_T_First Click","R22_T_Last Click","R22_T_Page Submit","R22_T_Click Count","R23","R23_H","R23_T_First Click","R23_T_Last Click","R23_T_Page Submit","R23_T_Click Count","R24","R24_H","R24_T_First Click","R24_T_Last Click","R24_T_Page Submit","R24_T_Click Count","R25","R25_H","R25_T_First Click","R25_T_Last Click","R25_T_Page Submit","R25_T_Click Count","R26","R26_H","R26_T_First Click","R26_T_Last Click","R26_T_Page Submit","R26_T_Click Count","R27","R27_H","R27_T_First Click","R27_T_Last Click","R27_T_Page Submit","R27_T_Click Count","R28","R28_H","R28_T_First Click","R28_T_Last Click","R28_T_Page Submit","R28_T_Click Count","R29","R29_T_First Click","R29_T_Last Click","R29_T_Page Submit","R29_T_Click Count","R29_H","R30","R30_H","R30_T_First Click","R30_T_Last Click","R30_T_Page Submit","R30_T_Click Count","R31","R31_H","R31_T_First Click","R31_T_Last Click","R31_T_Page Submit","R31_T_Click Count","R32","R32_T_First Click","R32_T_Last Click","R32_T_Page Submit","R32_T_Click Count","R32_H","R33","R33_H","R33_T_First Click","R33_T_Last Click","R33_T_Page Submit","R33_T_Click Count","R34","R34_H","R34_T_First Click","R34_T_Last Click","R34_T_Page Submit","R34_T_Click Count","R35","R35_H","R35_T_First Click","R35_T_Last Click","R35_T_Page Submit","R35_T_Click Count","R36","R36_H","R36_T_First Click","R36_T_Last Click","R36_T_Page Submit","R36_T_Click Count","R_Comfort_1","TAS01","TAS02","TAS03","TAS04","TAS05","TAS06","TAS07","TAS08","TAS09","TAS10","TAS11","TAS12","TAS13","TAS14","TAS15","TAS16","TAS17","TAS18","TAS19","TAS20","Attention_1","TOM_story_timer_First Click","TOM_story_timer_Last Click","TOM_story_timer_Page Submit","TOM_story_timer_Click Count","TOM_revise","TOM_story2_timer_First Click","TOM_story2_timer_Last Click","TOM_story2_timer_Page Submit","TOM_story2_timer_Click Count","TOM01","TOM02","TOM03","TOM04","TOM05","TOM06","TOM07","TOM08","TOM09","TOM10","TOM11","TOM12","TOM13","TOM14","TOM15","TOM16","TOM_question_timer_First Click","TOM_question_timer_Last Click","TOM_question_timer_Page Submit","TOM_question_timer_Click Count","Dem_ethnicity","Dem_ethnicity_9_TEXT","Dem_age","Dem_gender","Dem_gender_4_TEXT","Dem_education","Dem_god_4","Debrief_random","Debrief_device","Debrief_device_5_TEXT","age","gender","ethnicity"
"1126",1126,2020-09-07 11:45:59,100,1359,1,1,3,1,3,1,1,2,2,1,3,3,1,2,3,4,1,2,2,2,2,2,1,3,1,3,3,1,2,3,NA,1.359,22.684,23.787,23,1,NA,1.572,9.233,10.192,10,2,NA,2.446,10.427,11.397,8,1,NA,0.864,25.575,26.201,7,1,NA,2.33,8.992,9.802,9,1,NA,2.668,7.901,8.623,10,1,NA,2.207,15.378,16.162,9,4,NA,6.552,10.709,11.573,6,1,NA,1.527,8.127,8.926,6,1,NA,0.792,5.766,6.787,9,1,NA,1.464,6.347,7.252,9,4,NA,3.349,12.234,12.967,10,3,0.735,11.164,12.456,7,NA,1,2.042,10.127,10.859,8,NA,4,NA,3.443,16.797,17.693,9,2,1.035,8.644,9.582,7,NA,1,NA,1.562,8.807,9.653,9,1,NA,1.03,16.845,18.081,15,1,NA,1.514,9.326,10.08,9,4,NA,2.397,13.934,14.63,10,1,NA,0.922,5.49,6.366,8,1,NA,3.529,9.38,10.16,8,1,NA,2.65,8.46,9.356,7,2,NA,1.666,26.722,27.4,10,3,NA,1.536,21.774,22.564,9,2,NA,2.113,9.59,10.591,8,1,NA,1.053,6.045,7.055,7,1,NA,1.09,5.741,6.568,7,2,NA,1.298,8.026,8.956,9,4,5.881,12.55,13.5,7,NA,4,NA,1.337,8.108,8.7,9,1,NA,2.242,12.486,13.318,9,1,1.715,7.5,8.517,8,NA,1,NA,1.773,10.01,10.839,11,1,NA,1.107,10.449,11.319,9,1,NA,0.897,7.985,8.701,7,1,NA,1.154,6.803,7.471,9,9,1,1,2,5,4,1,3,1,1,4,2,2,1,1,2,4,2,4,4,3,0,1.263,106.816,107.973,36,NA,2.515,7.282,8.357,3,2,2,2,2,2,1,2,1,1,1,2,1,2,1,2,2,0.837,170.32,171.36,143,2,NA,40,2,NA,5,93,2,4,NA,40,1,1
"1127",1127,2020-09-07 11:29:50,100,2392,1,1,3,1,4,1,1,3,1,1,4,1,1,2,4,4,1,2,1,1,1,1,1,4,1,4,4,1,1,3,NA,4.224,4.224,8.255,1,2,NA,7.974,7.974,8.532,1,4,NA,3.866,4.741,4.774,3,4,NA,15.3,15.3,17.735,1,3,NA,4.148,4.148,7.565,1,3,NA,4.246,4.915,6.79,2,3,NA,27.802,28.306,28.338,2,1,NA,4.819,4.819,5.692,1,1,NA,4.471,7.255,7.673,2,3,NA,2.85,4.483,4.991,2,1,NA,3.858,3.858,6.716,1,1,NA,1.882,3.317,3.743,3,1,27.846,27.846,29.117,1,NA,3,3.652,3.652,5.701,1,NA,4,NA,4.706,8.055,8.663,2,1,7.273,8.072,8.001,2,NA,4,NA,3.125,3.598,3.63,2,1,NA,1.899,1.899,2.462,1,1,NA,1.848,1.848,2.45,1,1,NA,3.363,3.363,3.96,1,3,NA,6.643,6.643,7.044,1,1,NA,20.378,44.098,45.049,4,4,NA,11.352,11.976,12.012,2,3,NA,4.412,4.412,5.009,1,4,NA,2.812,2.812,3.842,1,3,NA,8.366,12.518,12.96,3,3,NA,5.257,5.257,5.827,1,1,NA,42.543,91.848,93.195,5,2,NA,2.867,2.867,3.249,1,1,2.888,2.888,3.646,1,NA,1,NA,4.423,4.423,5.611,1,2,NA,1.787,2.852,2.886,3,2,10.616,11.264,11.299,2,NA,3,NA,1.772,2.27,2.202,2,3,NA,53.531,53.531,53.901,1,3,NA,1.892,1.892,2.446,1,1,NA,1.983,1.983,2.582,1,10,1,1,5,5,5,1,4,1,4,5,1,5,1,1,2,5,1,5,5,2,0,5.994,14.528,38.631,4,NA,0,0,9.943,0,2,1,2,1,2,1,2,1,2,1,1,1,1,2,1,1,131.679,308.505,308.567,40,2,NA,35,2,NA,5,100,2,4,NA,35,1,1
"1128",1128,2020-09-07 11:43:28,100,1646,1,2,1,1,2,3,2,2,2,2,3,3,1,2,3,3,3,2,2,2,4,1,2,2,1,2,2,2,2,3,NA,7.353,7.353,9.271,1,1,NA,5.555,5.555,6.974,1,2,NA,0.607,0.607,1.987,1,4,NA,0,0,9.046,0,1,NA,1.595,1.595,4.379,1,1,NA,4.096,5.846,7.278,2,2,NA,17.026,17.026,18.65,1,3,NA,1.576,1.576,3.357,1,2,NA,0,0,1.48,0,4,NA,3.716,3.716,5.843,1,3,NA,3.116,3.116,6.021,1,1,NA,10.192,10.192,11.535,1,4,5.733,13.931,16.281,2,1,3,0.594,0.594,2.018,1,NA,3,NA,0,0,1.174,0,1,8.809,18.419,19.829,2,1,1,NA,0,0,2.387,0,1,NA,4.18,4.18,6.065,1,1,1,2.964,26.817,29.342,2,2,NA,0,0,7.645,0,1,NA,1.665,3.46,4.457,2,1,NA,3.74,4.615,6,2,4,NA,0,0,3.188,0,4,NA,1.158,1.158,2.526,1,4,NA,2.397,2.397,4.091,1,4,NA,4.523,4.523,6.18,1,4,NA,0,0,2.189,0,4,NA,0.067,0.067,2.476,1,1,NA,0,0,5.509,0,2,9.343,10.657,12.588,2,NA,1,NA,3.573,4.939,6.124,2,1,NA,4.759,4.759,8.19,1,1,1.839,1.839,3.766,1,NA,4,NA,0,0,1.784,0,2,NA,0.998,0.998,3.201,1,4,NA,1.247,2.049,3.83,2,1,NA,0,0,1.966,0,8,4,4,2,3,4,5,3,4,4,3,2,2,2,4,4,2,4,4,2,4,0,0,0,237.408,0,8,3.681,3.681,7.837,1,1,2,2,2,2,1,2,1,1,1,2,1,2,1,2,2,15.837,153.942,155.359,17,2,NA,32,2,NA,5,73,2,2,NA,29,1,1
"1129",1129,2020-09-07 11:12:29,100,3509,1,4,3,1,3,3,2,3,3,3,3,3,3,2,3,3,2,2,1,2,2,2,2,2,2,3,3,2,2,4,NA,32.329,32.329,36.763,1,3,NA,8.252,18.702,20.181,2,1,NA,4.368,4.368,9.043,1,3,NA,5.396,5.396,10.925,1,1,NA,5.557,5.557,6.7,1,1,NA,31.694,32.911,32.939,2,3,NA,12.243,18.808,19.656,4,3,NA,16.74,17.77,18.423,2,1,NA,16.154,16.154,17.513,1,1,NA,6.527,6.527,7.439,1,1,NA,64.611,64.611,65.821,1,4,NA,42.248,42.248,43.595,1,1,27.341,31.24,31.617,3,NA,3,14.26,14.26,16.3,1,NA,1,NA,9.828,9.828,11.454,1,2,27.913,27.913,28.922,1,NA,1,NA,6.28,6.28,7.24,1,1,NA,11.186,12.319,12.344,2,3,NA,35.988,35.988,38.117,1,1,NA,5.251,5.251,10.117,1,3,NA,29.141,34.959,35.569,4,1,NA,19.649,19.649,20.79,1,3,NA,21.07,21.918,21.945,2,1,NA,23.422,27.135,27.161,3,4,NA,7.308,7.308,9.775,1,3,NA,15.67,15.67,17.067,1,1,NA,8.09,8.09,9.258,1,4,NA,5.869,5.869,6.601,1,1,NA,7.614,7.614,8.578,1,1,14.934,17.75,18.532,2,NA,1,NA,21.666,21.666,23.305,1,1,NA,12.009,12.009,13.217,1,1,4.251,4.251,5.936,1,NA,3,NA,11.703,12.586,12.613,2,1,NA,8.165,9.276,10.5,2,3,NA,21.98,27.881,29.13,4,1,NA,5.559,5.559,6.957,1,3,1,1,1,4,2,1,1,2,1,4,1,2,1,1,2,1,1,2,2,4,0,1.997,155.683,186.637,6,NA,0,0,18.895,0,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,1,26.373,224.049,226.888,35,3,NA,35,2,NA,5,100,1,4,NA,41,1,1
"1130",1130,2020-09-07 11:52:38,100,1123,1,1,2,2,1,1,2,3,3,4,2,1,1,4,2,1,1,1,4,1,2,3,1,2,4,1,1,4,2,3,NA,18.349,18.349,20.091,1,1,NA,8.182,10.312,11.816,2,1,NA,3.89,3.89,5.014,1,1,NA,4.336,4.336,5.433,1,1,NA,6.088,6.088,7.236,1,1,NA,3.47,3.47,4.618,1,1,NA,6.401,6.401,7.462,1,3,NA,6.252,6.252,7.5,1,1,NA,4.722,4.722,6.258,1,1,NA,3.535,3.535,4.437,1,4,NA,5.197,5.197,6.241,1,4,NA,5.5,5.5,7.018,1,1,4.501,4.501,5.73,1,NA,4,3.538,3.538,4.603,1,NA,2,NA,6.225,6.225,8.551,1,2,4.305,6.262,7.788,2,NA,1,NA,4.705,4.705,6.086,1,3,NA,2.284,2.284,3.394,1,3,NA,3.201,3.201,4.429,1,1,NA,9.501,9.501,10.69,1,2,NA,2.573,2.573,3.63,1,1,NA,3.923,3.923,5.389,1,1,NA,4.871,4.871,5.7,1,1,NA,5.489,5.489,6.786,1,1,NA,3.94,3.94,5.268,1,1,NA,5.394,5.394,6.636,1,1,NA,3.626,3.626,4.501,1,1,NA,2.955,2.955,3.914,1,2,NA,2.41,2.41,3.28,1,1,2.9,2.9,3.7,1,NA,1,NA,3.001,3.001,4.058,1,1,NA,1.601,1.601,2.729,1,1,6.654,6.654,8.314,1,NA,1,NA,17.593,17.593,19.046,1,1,NA,4.315,4.315,5.592,1,1,NA,5.39,5.39,7.549,1,1,NA,2.683,2.683,3.588,1,10,5,4,3,3,5,3,3,4,5,5,2,1,3,4,1,5,5,3,5,3,0,0.919,84.051,103.83,23,NA,0,0,8.561,0,1,2,2,1,2,1,2,1,1,1,2,1,2,1,1,2,12.723,194.431,195.593,39,3,NA,33,1,NA,3,100,2,4,NA,33,2,2
"1131",1131,2020-09-07 11:38:36,100,2087,1,3,1,1,4,1,1,2,1,1,4,1,1,1,1,4,1,4,1,1,1,1,1,4,1,4,1,1,1,3,NA,15.333,35.123,38.485,6,4,NA,8.051,25.863,26.981,6,1,NA,3.924,4.522,5.37,2,4,NA,17.213,35.59,36.63,3,1,NA,7.192,10.022,11.331,4,2,NA,9.27,40.982,42.087,5,3,NA,5.838,6.489,7.822,2,1,NA,15.727,16.306,17.353,2,1,NA,3.495,5.377,9.874,2,3,NA,0.003,28.362,29.088,6,3,NA,16.855,18.082,18.9,3,1,NA,3.528,4.112,5.1,2,1,5.98,46.238,49.772,5,NA,3,4.804,5.638,6.775,2,NA,4,NA,10.142,10.625,12.732,2,2,8.888,9.588,10.488,2,NA,3,NA,11.702,101.879,104.432,9,1,NA,3.358,6.176,7.33,4,1,NA,7.807,8.576,9.412,3,2,NA,5.67,7.319,8.416,2,3,NA,4.404,5.089,5.7,2,4,NA,9.194,19.184,22.053,2,2,NA,9.217,10.802,12.45,4,3,NA,2.71,36.948,37.998,3,2,NA,1.277,12.283,14.411,2,2,NA,1.254,45.057,45.787,7,3,NA,12.022,12.554,13.638,2,4,NA,7.623,7.623,8.791,1,2,NA,9.709,10.392,11.473,2,1,8.383,9.784,10.717,2,NA,1,NA,2.001,3.085,5.557,2,1,NA,7.202,9.849,10.483,3,2,10.45,31.876,32.704,3,NA,1,NA,6.456,7.02,8.282,2,1,NA,1.402,4.484,5.353,4,3,NA,10.058,23.299,24.213,3,1,NA,4.987,12.425,13.582,3,10,1,5,5,5,5,5,3,4,1,5,1,5,1,1,5,1,1,5,4,5,0,2.894,2.894,5.905,1,NA,0,0,9.273,0,1,1,2,2,2,1,1,1,1,2,1,1,2,2,1,1,6.869,87.693,88.598,34,2,NA,40,2,NA,6,100,2,4,NA,40,1,1
"1132",1132,2020-09-07 10:58:38,100,4565,1,1,1,1,2,1,1,1,1,2,3,1,1,2,4,4,2,2,1,1,1,1,1,1,1,3,1,1,1,3,NA,116.473,205.102,209.302,2,1,NA,20.304,20.304,21.2,1,1,NA,10.166,10.166,10.901,1,4,NA,5.387,13.844,14.965,3,1,NA,20.695,20.695,21.516,1,2,NA,10.839,10.839,26.801,1,1,NA,127.602,127.602,128.514,1,1,NA,15.799,15.799,69.999,1,1,NA,60.381,60.381,61.223,1,2,NA,21.921,21.921,23.543,1,1,NA,119.613,119.613,120.534,1,1,NA,7.612,7.612,8.826,1,1,11.404,11.404,12.501,1,NA,3,27.253,27.253,28.172,1,NA,1,NA,19.145,19.145,20.118,1,1,15.089,15.089,15.887,1,NA,1,NA,5.337,5.337,6.333,1,4,NA,29.127,29.127,30.355,1,1,NA,4.514,4.514,5.801,1,2,NA,50.733,52.478,53.938,2,1,NA,13.642,13.642,14.7,1,4,NA,428.523,428.523,429.371,1,1,NA,8.184,9.183,10,2,4,NA,14.233,14.233,15.576,1,1,NA,111.829,168.863,169.674,2,3,NA,21.709,21.709,22.736,1,1,NA,5.092,5.092,6.945,1,1,NA,16.384,16.384,18.446,1,2,NA,21.473,21.473,22.879,1,1,208.351,208.351,209.276,1,NA,1,NA,5.677,5.677,6.57,1,4,NA,13.028,13.028,13.98,1,2,10.582,10.582,11.894,1,NA,4,NA,17.759,17.759,18.589,1,1,NA,51.454,53.861,58.098,2,4,NA,6.872,129.7,130.535,7,1,NA,5.934,5.934,8.269,1,9,2,4,2,5,4,2,5,2,4,4,2,4,2,2,4,5,4,5,5,4,0,35.753,135.468,169.8,9,NA,0,0,38.817,0,1,2,1,2,2,1,1,1,1,1,2,1,2,1,2,2,48.942,414.513,416.556,32,3,NA,32,2,NA,6,100,1,4,NA,32,1,2
"1133",1133,2020-09-07 11:32:14,100,2874,1,2,3,2,3,2,2,2,3,2,2,2,1,2,3,4,3,3,2,2,2,2,2,2,1,3,2,1,3,4,1,36.697,113.799,114.993,14,1,NA,7,7,8.435,1,4,NA,5.901,7.005,7.702,2,1,NA,4.49,5.234,5.992,2,1,NA,6.101,6.101,7.289,1,1,NA,4.8,5.994,6.825,2,1,NA,3.001,3.001,4.499,1,4,NA,4.901,4.901,5.9,1,1,NA,6.602,6.602,8.021,1,3,NA,4.901,4.901,5.8,1,4,NA,6.093,6.093,7.171,1,2,NA,9.9,9.9,10.94,1,1,14,14,15.122,1,NA,1,4.575,7.367,8.095,3,NA,4,NA,3.7,3.7,5.047,1,3,13.7,13.7,16.559,1,NA,1,NA,31.548,32.567,33.549,2,3,NA,5.801,5.801,8.181,1,1,NA,46.934,48.078,48.972,2,1,NA,5.102,5.102,6.231,1,1,NA,9.201,9.201,10.548,1,3,NA,5,5,6.401,1,1,NA,4.201,4.201,5.525,1,2,NA,24.086,24.086,25.228,1,1,NA,6.784,6.784,8.179,1,3,NA,36.9,36.9,37.647,1,4,NA,5,5,10.952,1,4,NA,5.2,5.2,7.731,1,1,NA,5.2,5.2,6.484,1,1,22.532,24.784,26.965,2,NA,1,NA,10.1,36.038,36.753,2,4,NA,5.801,5.801,6.841,1,1,8.561,23.887,24.701,7,1,3,NA,19.113,22.601,23.213,2,1,NA,34.336,36.222,37.135,2,4,NA,35.062,36.059,36.886,2,1,NA,5.8,5.8,7.151,1,8,2,1,2,4,4,1,4,1,2,4,2,4,1,2,2,3,2,3,4,4,0,21.55,115.243,118.44,15,NA,0,0,18.215,0,1,1,2,2,2,1,2,1,1,1,1,1,2,2,2,2,16.224,437.549,438.593,41,3,NA,25,2,NA,6,100,1,4,NA,25,1,2
"1134",1134,2020-09-07 12:10:32,100,700,1,3,2,2,3,2,2,3,2,4,3,3,2,3,3,1,2,3,2,3,2,2,2,3,2,1,1,3,3,3,NA,3.75,5.334,8.862,2,1,NA,1.952,1.952,4.901,1,1,NA,3.317,3.317,4.619,1,1,NA,6.463,6.908,7.458,2,1,NA,2.48,2.48,3.264,1,1,NA,1.984,4.913,5.309,3,1,NA,3.773,3.773,4.431,1,1,NA,17.885,19.971,20.803,2,1,NA,2.871,2.871,3.534,1,1,NA,3.696,3.696,4.401,1,1,NA,4.45,4.45,8.68,1,1,NA,2.573,2.573,3.356,1,2,4.954,4.954,5.769,1,NA,1,6.412,6.412,7.201,1,NA,2,NA,3.735,4.514,5.331,2,1,2.226,2.226,3.124,1,NA,1,NA,3.311,3.311,4.948,1,1,NA,6.562,6.562,7.283,1,1,NA,5.223,5.223,5.946,1,1,NA,5.307,5.307,6.732,1,1,NA,3.975,3.975,4.642,1,1,NA,5.468,5.468,6.373,1,1,NA,3.579,3.579,4.5,1,2,NA,8.861,9.499,10.767,2,1,NA,2.73,2.73,3.469,1,1,NA,2.23,2.23,2.937,1,1,NA,12.277,12.277,13.054,1,1,NA,4.232,4.232,4.922,1,1,NA,2.459,2.459,3.132,1,1,4.203,4.203,5.618,1,NA,1,NA,4.666,4.666,5.424,1,1,NA,3.833,3.833,5.668,1,1,3.757,3.757,4.952,1,NA,1,NA,3.626,3.626,4.245,1,3,NA,7.53,7.53,8.214,1,3,NA,7.436,7.436,8.223,1,1,NA,3.257,3.257,3.921,1,8,2,3,3,3,4,2,4,1,3,5,3,2,3,2,2,2,3,4,3,2,0,78.164,106.197,115.378,8,NA,0,0,6.892,0,2,1,1,2,2,1,2,1,1,1,2,1,2,2,2,2,8.1,87.773,88.401,36,2,NA,22,2,NA,2,9,2,4,NA,22,1,1
"1135",1135,2020-09-07 11:39:00,100,3220,1,3,4,1,4,1,1,1,2,4,1,1,3,3,3,4,1,4,1,1,2,1,2,1,2,3,4,1,1,2,1,15.103,23.036,25.556,8,1,NA,4.556,4.556,5.371,1,1,NA,9.778,9.778,10.392,1,2,NA,0.958,0.958,1.589,1,1,1,6.23,15.328,17.034,7,1,NA,3.362,3.362,4.215,1,1,NA,9.762,9.762,10.845,1,4,NA,5.65,5.65,6.198,1,1,NA,3.078,3.078,6.362,1,1,1,39.831,42.675,44.136,5,1,NA,3.478,3.478,7.361,1,1,NA,7.04,7.04,7.971,1,2,5.741,5.741,6.389,1,NA,2,9.001,15.552,16.255,6,1,1,NA,1.771,1.771,2.303,1,2,2.906,2.906,3.471,1,NA,2,NA,3.238,3.238,3.811,1,1,NA,5.449,5.449,6.246,1,2,NA,5.891,6.539,6.566,2,3,NA,2.627,2.627,3.329,1,2,NA,37.797,37.797,38.662,1,2,NA,3.917,3.917,8.332,1,1,NA,5.992,5.992,6.742,1,3,NA,7.062,7.062,7.642,1,3,NA,6.006,6.006,6.987,1,2,NA,4.475,4.475,6.04,1,4,NA,5.009,5.009,6.132,1,1,NA,37.449,37.449,38.431,1,1,NA,12.464,12.464,16.398,1,2,2.678,4.612,5.203,2,NA,4,NA,8.606,9.206,9.344,2,1,NA,8.981,9.747,9.781,2,1,2.339,2.339,2.97,1,NA,1,NA,6.742,6.742,7.457,1,2,NA,7.057,7.057,8.85,1,3,1,8.214,26.952,33.586,7,1,NA,1.919,1.919,2.567,1,10,1,3,1,5,4,1,1,3,3,3,4,1,1,1,2,3,4,4,3,4,0,1.129,1.663,2.447,2,8,1.575,85.567,86.57,7,1,2,2,1,2,1,1,1,2,1,1,2,2,2,1,1,10.638,86.062,86.604,37,3,NA,20,2,NA,2,100,1,4,NA,20,1,2
"1136",1136,2020-09-07 12:13:50,100,1381,1,2,2,2,4,4,1,1,2,1,4,2,2,1,2,2,2,2,1,1,2,1,1,2,1,2,1,2,1,3,1,9.511,29.091,30.861,8,1,NA,2.54,2.54,3.346,1,4,NA,2.524,2.524,3.582,1,3,NA,10.38,10.38,11,1,3,NA,3.972,4.7,6.585,2,3,NA,0.943,0.943,19.076,1,2,NA,4.6,4.6,5.301,1,2,NA,1.934,1.934,2.65,1,1,NA,4.178,4.178,11.516,1,3,NA,55.993,55.993,57.365,1,3,NA,32.681,32.681,33.436,1,4,NA,10.116,10.116,10.8,1,1,42.702,42.702,44.078,1,NA,3,13.24,13.24,16.501,1,NA,2,NA,24.798,24.798,25.448,1,1,46.057,46.686,47.431,2,NA,1,NA,3.139,3.139,3.816,1,1,NA,9.8,9.8,11.656,1,1,NA,8.427,8.427,9.189,1,4,NA,3.334,3.334,5.267,1,1,NA,2.5,2.5,3.641,1,3,NA,12.989,12.989,14.904,1,3,NA,1.347,1.347,2.101,1,3,NA,2.268,2.268,2.961,1,3,NA,2.9,6.106,6.701,3,1,NA,8.565,21.777,22.232,4,1,NA,3.289,3.289,4.082,1,1,NA,3.471,3.471,4.201,1,2,NA,2.701,2.701,3.7,1,1,21.44,21.44,22.266,1,NA,1,NA,4.181,4.181,4.878,1,3,NA,19.6,19.6,24.283,1,3,7.3,7.3,7.9,1,NA,3,NA,6.701,6.701,9.097,1,3,NA,4.237,4.237,5.978,1,1,NA,68.223,68.223,69.303,1,1,NA,3.593,3.593,4.401,1,10,5,5,1,5,1,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,0,2.498,3.244,4.301,2,8,11.701,23.954,24.512,7,1,2,1,1,2,2,1,1,2,1,2,1,2,2,1,1,5.501,39.975,41.078,33,2,NA,35,2,NA,6,100,1,2,NA,35,1,1
"1137",1137,2020-09-07 11:45:59,100,3124,1,3,3,2,2,3,2,2,2,2,3,3,2,2,4,4,2,3,2,3,2,2,2,2,2,3,2,1,3,3,1,8.572,32.006,34.375,9,2,1,8.854,37.875,43.301,13,1,NA,3.608,3.608,7.237,1,1,1,3.235,17.151,18.53,7,4,1,4.683,26.62,28.633,20,1,1,2.536,30.939,33.272,12,4,1,4.167,12.969,15.351,7,3,1,2.151,60.757,62.662,17,1,1,3.13,32.561,34.524,16,1,1,4.234,19.001,20.151,11,1,1,19.168,42.184,43.821,13,1,1,14.395,39.102,40.52,14,1,6.016,53.153,55.472,13,1,3,5.113,5.113,6.933,1,NA,3,1,5.348,52.549,53.732,28,1,4.207,10.838,12.48,6,1,1,NA,6.07,6.07,7.48,1,1,1,4.854,31.724,33.643,9,1,1,2.773,16.139,17.205,11,1,1,2.133,40.939,42.27,15,1,1,6.86,16.743,17.815,8,1,1,4.397,16.93,18.049,5,1,1,22.996,34.878,37.129,8,4,NA,8.452,8.452,11.22,1,1,1,2.711,14.018,15.311,7,4,1,56.613,114.063,115.228,19,2,1,4.226,19.392,20.376,7,1,1,22.458,40.956,41.983,12,2,1,1.894,26.558,27.494,11,1,7.157,27.317,31.34,11,1,1,NA,8.462,8.462,11.244,1,1,1,6.257,14.476,15.807,8,2,9.073,25.392,26.524,11,1,1,NA,8.965,8.965,10.38,1,1,1,5.595,26.525,28.801,15,4,1,2.584,20.717,22.229,8,4,1,5.04,77.68,80.396,26,7,4,2,2,5,5,5,4,1,4,5,2,2,1,2,1,5,2,5,5,2,0,3.173,5.805,7.3,3,8,62.344,224.856,225.881,20,1,1,2,1,1,1,2,1,1,1,2,1,2,1,2,2,14.077,317.272,333.618,55,2,NA,35,2,NA,5,100,2,4,NA,35,1,1
